-49.7911317,15.1160608,14.8983203
-49.6988207,14.9386945,14.9097097
-49.6065000,14.7613415,14.9209992
-49.5141611,14.5839924,14.9321897
-49.4217954,14.4066381,14.9432822
-49.3294236,14.2293249,14.9542776
-49.2370367,14.0520423,14.9651769
-49.1446061,13.8747421,14.9759809
-49.0521288,13.6974250,14.9866906
-48.9596066,13.5201011,14.9973068
-48.8671084,13.3429090,15.0000000
-48.7745533,13.1657003,15.0000000
-48.6819370,12.9884741,15.0000000
-48.5892555,12.8112295,15.0000000
-48.4965647,12.6340801,15.0000000
-48.4038434,12.4569925,15.0000000
-48.3110456,12.2798857,15.0000000
-48.2181678,12.1027599,15.0000000
-48.1252188,11.9256390,15.0000000
-48.0322874,11.7486988,15.0000000
-47.9392661,11.5717413,15.0000000
-47.8461515,11.3947671,15.0000000
-47.7529402,11.2177772,15.0000000
-47.6597065,11.0409189,15.0000000
-47.5664176,10.8641369,15.0000000
-47.4730229,10.6873423,15.0000000
-47.3795196,10.5105367,15.0000000
-47.2859210,10.3337520,15.0000000
-47.1923191,10.1571688,15.0000000
-47.0986003,9.9805792,15.0000000
-47.0047618,9.8039850,15.0000000
-46.9108009,9.6273879,15.0000000
-46.8167937,9.4509377,15.0000000
-46.7227056,9.2745756,15.0000000
-46.6284876,9.0982169,15.0000000
-46.5341375,8.9218637,15.0000000
-46.4396676,8.7455463,15.0000000
-46.3451643,8.5694319,15.0000000
-46.2505220,8.3933304,15.0000000
-46.1557386,8.2172442,15.0000000
-46.0608119,8.0411761,15.0000000
-45.9658060,7.8652514,15.0000000
-45.8706940,7.6894265,15.0000000
-45.7754327,7.5136279,15.0000000
-45.6800202,7.3378586,15.0000000
-45.5844639,7.1621391,15.0000000
-45.4888365,6.9866087,15.0000000
-45.3930523,6.8111166,15.0000000
-45.2971096,6.6356659,15.0000000
-45.2010066,6.4602600,15.0000000
-45.1047860,6.2849828,15.0000000
-45.0084335,6.1098146,15.0000000
-44.9119159,5.9347009,15.0000000
